category,target_name,target_url,target_price,target_rating,target_reviews,competitor_name,competitor_url,competitor_price,competitor_rating,competitor_reviews,decoy_name,decoy_url,decoy_price,decoy_rating,decoy_reviews,tc_price_premium_pct,tc_rating_adv,dt_price_premium_pct,td_rating_adv
Digital Cameras,Sony Cybershot DSCW80 7.2MP Digital Camera with 3x Optical Zoom and Super Steady Shot (Silver) (OLD MODEL),${env.abxlab_url}sony-cybershot-dscw80-7-2mp-digital-camera-with-3x-optical-zoom-and-super-steady-shot-silver-old-model.html,49.95,91.0,11,Samsung SL605 12.2 MP Digital Camera with 5X Optical Zoom and 2.7-Inch LCD Screen (Blue),${env.abxlab_url}samsung-sl605-12-2-mp-digital-camera-with-5x-optical-zoom-and-2-7-inch-lcd-screen-blue.html,39.95,67.0,12,"Nikon COOLPIX B500 Wi-Fi, NFC Digital Camera w/40x Zoom & HD Video (Plum) - International Version (No Warranty) + 4 AA Batteries with Charger + 10pc 32GB DLX Accessory Kit w/HeroFiber Cleaning Cloth",${env.abxlab_url}nikon-coolpix-b500-wi-fi-nfc-digital-camera-w-40x-zoom-hd-video-plum-international-version-no-warranty-4-aa-batteries-with-charger-10pc-32gb-dlx-accessory-kit-w-herofiber-cleaning-cloth.html,52.74,87.0,12,0.2503128911138923,24.0,0.0558558558558558,4.0
Digital Cameras,Konica Minolta Dimage X50 5MP Digital Camera with 2.8x Optical Zoom,${env.abxlab_url}konica-minolta-dimage-x50-5mp-digital-camera-with-2-8x-optical-zoom.html,30.53,83.0,8,Fujifilm FinePix JZ250 Digital Camera - Black,${env.abxlab_url}fujifilm-finepix-jz250-digital-camera-black.html,27.92,63.0,12,Remanufactured Nikon Coolpix 4100 4MP Digital Camera with 3x Optical Zoom,${env.abxlab_url}remanufactured-nikon-coolpix-4100-4mp-digital-camera-with-3x-optical-zoom.html,41.87,80.0,2,0.0934813753581661,20.0,0.3714379299050113,3.0
Digital Cameras,"Fujifilm X-T2 Mirrorless Digital Camera Body Only, Polaroid Extreme Performance 32GB, RitzGear Bag, Tripod, Cleaning Kit and Accessory Bundle",${env.abxlab_url}fujifilm-x-t2-mirrorless-digital-camera-body-only-polaroid-extreme-performance-32gb-ritzgear-bag-tripod-cleaning-kit-and-accessory-bundle.html,22.64,96.0,5,Olympus FE-120 6MP Digital Camera with 3x Optical Zoom,${env.abxlab_url}olympus-fe-120-6mp-digital-camera-with-3x-optical-zoom.html,19.54,76.0,9,Casio High Speed Exilim Ex-ZR700 Digital Camera Black EX-ZR700BK - International Version (No Warranty),${env.abxlab_url}casio-high-speed-exilim-ex-zr700-digital-camera-black-ex-zr700bk-international-version-no-warranty.html,29.54,92.0,12,0.1586489252814739,20.0,0.3047703180212013,4.0
Digital Cameras,"Fujifilm X-T2 Mirrorless Digital Camera Body Only, Polaroid Extreme Performance 32GB, RitzGear Bag, Tripod, Cleaning Kit and Accessory Bundle",${env.abxlab_url}fujifilm-x-t2-mirrorless-digital-camera-body-only-polaroid-extreme-performance-32gb-ritzgear-bag-tripod-cleaning-kit-and-accessory-bundle.html,22.64,96.0,5,Pentax PENTAX Q-S1 02 Zoom Kit (Pure White) 12.4MP Mirrorless Digital Camera with 3-Inch LCD (Pure White),${env.abxlab_url}pentax-pentax-q-s1-02-zoom-kit-pure-white-12-4mp-mirrorless-digital-camera-with-3-inch-lcd-pure-white.html,18.38,70.0,8,Casio High Speed Exilim Ex-ZR700 Digital Camera Black EX-ZR700BK - International Version (No Warranty),${env.abxlab_url}casio-high-speed-exilim-ex-zr700-digital-camera-black-ex-zr700bk-international-version-no-warranty.html,29.54,92.0,12,0.2317736670293798,26.0,0.3047703180212013,4.0
Digital Cameras,Canon EOS Rebel T7 Digital SLR Camera with 18-55mm EF-S f/3.5-5.6 is II Lens + 58mm Wide Angle Lens + 2X Telephoto Lens + Flash + 2X 32GB SD Cards + 3 Piece Filter Kit + Tripod + Full Accessory Bundle,${env.abxlab_url}canon-eos-rebel-t7-digital-slr-camera-with-18-55mm-ef-s-f-3-5-5-6-is-ii-lens-58mm-wide-angle-lens-2x-telephoto-lens-flash-2x-32gb-sd-cards-3-piece-filter-kit-tripod-full-accessory-bundle.html,589.0,98.0,10,"Canon International EOS 4000D DSLR Camera with EF-S 18-55mm f/3.5-5.6 III Lens & Deluxe Accessory Bundle - Includes: SanDisk Ultra 128GB Memory Card, 2x Seller Replacement LPE10 Batteries, & Much More",${env.abxlab_url}canon-international-eos-4000d-dslr-camera-with-ef-s-18-55mm-f-3-5-5-6-iii-lens-deluxe-accessory-bundle-includes-sandisk-ultra-128gb-memory-card-2x-seller-replacement-lpe10-batteries-much-more.html,509.95,85.0,8,Canon Powershot SX70 20.3MP Digital Camera 65x Optical Zoom Lens 4K Video 3-inch LCD Tilt Screen (Black) + 32GB Bundle,${env.abxlab_url}canon-powershot-sx70-20-3mp-digital-camera-65x-optical-zoom-lens-4k-video-3-inch-lcd-tilt-screen-black-32gb-bundle.html,698.0,93.0,3,0.155015197568389,13.0,0.1850594227504244,5.0
Digital Cameras,Canon EOS 2000D DSLR Camera (Body Only) with Starter Accessory Bundle – Includes: SanDisk Ultra 32GB SDHC Memory Card + Camera Carrying Case + Body Cap Keeper + Cleaning Pen + Dust Blower + More,${env.abxlab_url}canon-eos-2000d-dslr-camera-body-only-with-starter-accessory-bundle-includes-sandisk-ultra-32gb-sdhc-memory-card-camera-carrying-case-body-cap-keeper-cleaning-pen-dust-blower-more.html,624.0,97.0,6,Canon EOS 2000D / Rebel T7 Digital SLR Camera Body w/Canon EF-S 18-55mm f/3.5-5.6 Lens 3 Lens DSLR Kit Bundled with Complete Accessory Bundle + 64GB + Flash + Case & More - International Model,${env.abxlab_url}canon-eos-2000d-rebel-t7-digital-slr-camera-body-w-canon-ef-s-18-55mm-f-3-5-5-6-lens-3-lens-dslr-kit-bundled-with-complete-accessory-bundle-64gb-flash-case-more-international-model.html,549.0,73.0,12,Canon Powershot SX70 20.3MP Digital Camera 65x Optical Zoom Lens 4K Video 3-inch LCD Tilt Screen (Black) + 32GB Bundle,${env.abxlab_url}canon-powershot-sx70-20-3mp-digital-camera-65x-optical-zoom-lens-4k-video-3-inch-lcd-tilt-screen-black-32gb-bundle.html,698.0,93.0,3,0.1366120218579235,24.0,0.1185897435897435,4.0
Digital Cameras,Canon Powershot SD200 3.2MP Digital Elph Camera with 3x Optical Zoom (OLD MODEL),${env.abxlab_url}canon-powershot-sd200-3-2mp-digital-elph-camera-with-3x-optical-zoom-old-model.html,45.95,85.0,12,DC DXG-308 3MP Digital Camera (OLD MODEL),${env.abxlab_url}dc-dxg-308-3mp-digital-camera-old-model.html,42.0,73.0,12,Fujifilm Finepix S5100 4MP Digital Camera with 10x Optical Zoom,${env.abxlab_url}fujifilm-finepix-s5100-4mp-digital-camera-with-10x-optical-zoom.html,52.97,82.0,66,0.0940476190476191,12.0,0.1527747551686614,3.0
Digital Cameras,Sony Cybershot DSCW80 7.2MP Digital Camera with 3x Optical Zoom and Super Steady Shot (Silver) (OLD MODEL),${env.abxlab_url}sony-cybershot-dscw80-7-2mp-digital-camera-with-3x-optical-zoom-and-super-steady-shot-silver-old-model.html,49.95,91.0,11,Nikon Coolpix 2100 2MP Digital Camera w/ 3x Optical Zoom,${env.abxlab_url}nikon-coolpix-2100-2mp-digital-camera-w-3x-optical-zoom.html,39.8,72.0,12,"Nikon COOLPIX B500 Wi-Fi, NFC Digital Camera w/40x Zoom & HD Video (Plum) - International Version (No Warranty) + 4 AA Batteries with Charger + 10pc 32GB DLX Accessory Kit w/HeroFiber Cleaning Cloth",${env.abxlab_url}nikon-coolpix-b500-wi-fi-nfc-digital-camera-w-40x-zoom-hd-video-plum-international-version-no-warranty-4-aa-batteries-with-charger-10pc-32gb-dlx-accessory-kit-w-herofiber-cleaning-cloth.html,52.74,87.0,12,0.2550251256281409,19.0,0.0558558558558558,4.0
Digital Cameras,Olympus Stylus 7010 12MP Digital Camera with 7x Dual Image Stabilized Zoom and 2.7 inch LCD (Silver),${env.abxlab_url}olympus-stylus-7010-12mp-digital-camera-with-7x-dual-image-stabilized-zoom-and-2-7-inch-lcd-silver.html,54.95,83.0,12,HP PhotoSmart 635 2.1 MP Digital Camera w/3x Optical,${env.abxlab_url}hp-photosmart-635-2-1-mp-digital-camera-w-3x-optical.html,46.37,72.0,12,Panasonic LUMIX DMC-FZ20 5 Megapixel Digital Camera ( Silver ),${env.abxlab_url}panasonic-lumix-dmc-fz20-5-megapixel-digital-camera-silver.html,95.0,80.0,2,0.1850334267845591,11.0,0.7288444040036396,3.0
Digital Cameras,Canon EOS 7D Digital Camera with 18-135mm f/3.5-5.6 IS Lens Kit,${env.abxlab_url}canon-eos-7d-digital-camera-with-18-135mm-f-3-5-5-6-is-lens-kit.html,899.55,100.0,8,Canon EOS 250D / Rebel SL3 Digital SLR Camera Body w/Canon EF-S 18-55mm f/3.5-5.6 Lens 3 Lens DSLR Kit Bundled with Complete Accessory Bundle + 64GB + Flash + Case & More - International Model,${env.abxlab_url}canon-eos-250d-rebel-sl3-digital-slr-camera-body-w-canon-ef-s-18-55mm-f-3-5-5-6-lens-3-lens-dslr-kit-bundled-with-complete-accessory-bundle-64gb-flash-case-more-international-model.html,759.0,67.0,12,"Sony Cyber-Shot DSC-RX100 VI Digital Camera with Sony NP-BX1/M8 Battery, Spare NP-BX1 Battery, 64gb SDXC 1200x Card, Card Reader, Carrying case, AC Adapter Bundle Kit - International Version",${env.abxlab_url}sony-cyber-shot-dsc-rx100-vi-digital-camera-with-sony-np-bx1-m8-battery-spare-np-bx1-battery-64gb-sdxc-1200x-card-card-reader-carrying-case-ac-adapter-bundle-kit-international-version.html,989.96,89.0,11,0.1851778656126481,33.0,0.1005058084597855,11.0
Earbud Headphones,Beats urBeats3 Wired Earphones with Lightning Connector - Satin Gold (MUHW2LL/A) (Renewed),${env.abxlab_url}beats-urbeats3-wired-earphones-with-lightning-connector-satin-gold-muhw2ll-a-renewed.html,45.0,78.0,12,MEElectronics Air-Fi Metro Bluetooth Noise Isolating In-Ear Stereo Headset (Black) (Discontinued by Manufacturer),${env.abxlab_url}meelectronics-air-fi-metro-bluetooth-noise-isolating-in-ear-stereo-headset-black-discontinued-by-manufacturer.html,40.41,45.0,12,"AIHOOR Wireless Earbuds with Earhooks for Sport, iOS & Android Phone, IPX5 Waterproof Bluetooth 5.0 Headphones with Extra Bass, 36hr Playtime Earphone with Charging Case for Running Gym Yoga Workout",${env.abxlab_url}aihoor-wireless-earbuds-with-earhooks-for-sport-ios-android-phone-ipx5-waterproof-bluetooth-5-0-headphones-with-extra-bass-36hr-playtime-earphone-with-charging-case-for-running-gym-yoga-workout.html,49.99,75.0,12,0.1135857461024499,33.0,0.1108888888888889,3.0
Earbud Headphones,"Wireless Headphones 10 Hours Playtime, Picun HiFi Stereo Bluetooth Headphones IPX7 Waterproof Sports Earbuds with HD Mic, Magnetic, Anti-Fall Off, Painless Fit for Running Gym Workout Gift - Black",${env.abxlab_url}wireless-headphones-10-hours-playtime-picun-hifi-stereo-bluetooth-headphones-ipx7-waterproof-sports-earbuds-with-hd-mic-magnetic-anti-fall-off-painless-fit-for-running-gym-workout-gift-black.html,21.99,87.0,12,"(Renewed) JLAB Audio Jbuds Air True Wireless Signature Bluetooth Earbuds, Charging Case, Black, IP55 Sweat Resistance, Bluetooth 5.0 Connection",${env.abxlab_url}renewed-jlab-audio-jbuds-air-true-wireless-signature-bluetooth-earbuds-charging-case-black-ip55-sweat-resistance-bluetooth-5-0-connection.html,19.59,60.0,12,"True Wireless Earbuds Bluetooth 5.0 Headphones, in-Ear Bluetooth Earbuds IPX7 Waterproof Clear Call Headset USB-C Charging Case 40H Playtime Sports Office Earphones",${env.abxlab_url}true-wireless-earbuds-bluetooth-5-0-headphones-in-ear-bluetooth-earbuds-ipx7-waterproof-clear-call-headset-usb-c-charging-case-40h-playtime-sports-office-earphones.html,32.8,82.0,12,0.122511485451761,27.0,0.4915870850386539,5.0
Earbud Headphones,"Wireless Earbuds Active Noise Cancelling, NyPots A8 ANC Bluetooth Earbuds Wireless Charging, Transparent Mode Headphones, IPX8 Waterproof Earphone, 32H Playtime Headset",${env.abxlab_url}wireless-earbuds-active-noise-cancelling-nypots-a8-anc-bluetooth-earbuds-wireless-charging-transparent-mode-headphones-ipx8-waterproof-earphone-32h-playtime-headset.html,59.99,93.0,12,Jabra EXTREME2 Bluetooth Headset - Retail Packaging - Black,${env.abxlab_url}jabra-extreme2-bluetooth-headset-retail-packaging-black.html,49.95,67.0,12,"HELM True Wireless Bluetooth 5.0 Headphones, Earbuds, Audiophile HiFi Sound, Qualcomm aptX, Comfort Secure Fit, Sport Sweatproof, 6 Hrs Play Time +30 Hrs w/Charging Case, Dual Mics, Auto-Pairing",${env.abxlab_url}helm-true-wireless-bluetooth-5-0-headphones-earbuds-audiophile-hifi-sound-qualcomm-aptx-comfort-secure-fit-sport-sweatproof-6-hrs-play-time-30-hrs-w-charging-case-dual-mics-auto-pairing.html,79.0,82.0,12,0.2010010010010009,26.0,0.3168861476912818,11.0
Earbud Headphones,"TJ Open Ear Headphones not with The Older Bone Conductive Technology Wireless Sport Bluetooth Headsets with Mic Long Battery and Ultra-Lightweight for Running, Cycling, Fitness (Grey)",${env.abxlab_url}tj-open-ear-headphones-not-with-the-older-bone-conductive-technology-wireless-sport-bluetooth-headsets-with-mic-long-battery-and-ultra-lightweight-for-running-cycling-fitness-grey.html,59.99,73.0,12,Jabra EXTREME2 Bluetooth Headset - Retail Packaging - Black,${env.abxlab_url}jabra-extreme2-bluetooth-headset-retail-packaging-black.html,49.95,67.0,12,"Wireless Bone Conduction Headphones Bluetooth V5.0 Waterproof IPX8 Titanium Alloy Open-Ear Sport Bluetooth Headset Built-in 16GB MP3 Player for Swimming, Diving Water, Gym, Spa and Outdoor Sports",${env.abxlab_url}wireless-bone-conduction-headphones-bluetooth-v5-0-waterproof-ipx8-titanium-alloy-open-ear-sport-bluetooth-headset-built-in-16gb-mp3-player-for-swimming-diving-water-gym-spa-and-outdoor-sports.html,97.99,70.0,4,0.2010010010010009,6.0,0.6334389064844139,3.0
Earbud Headphones,Beats urBeats3 Wired Earphones with Lightning Connector - Satin Gold (MUHW2LL/A) (Renewed),${env.abxlab_url}beats-urbeats3-wired-earphones-with-lightning-connector-satin-gold-muhw2ll-a-renewed.html,45.0,78.0,12,Wireless Earbuds Bluetooth 5.0 Headphones Automatic Noise Reduction in-Ear Airbuds [with Airpod Silicone Protective case] Built-in Binaural Mic Earphones for iPhone/Android,${env.abxlab_url}wireless-earbuds-bluetooth-5-0-headphones-automatic-noise-reduction-in-ear-airbuds-with-airpod-silicone-protective-case-built-in-binaural-mic-earphones-for-iphone-android.html,35.98,57.0,12,"AIHOOR Wireless Earbuds with Earhooks for Sport, iOS & Android Phone, IPX5 Waterproof Bluetooth 5.0 Headphones with Extra Bass, 36hr Playtime Earphone with Charging Case for Running Gym Yoga Workout",${env.abxlab_url}aihoor-wireless-earbuds-with-earhooks-for-sport-ios-android-phone-ipx5-waterproof-bluetooth-5-0-headphones-with-extra-bass-36hr-playtime-earphone-with-charging-case-for-running-gym-yoga-workout.html,49.99,75.0,12,0.2506948304613675,21.0,0.1108888888888889,3.0
Earbud Headphones,JBL Reflect Mini 2 Wireless in-Ear Sport Headphones with Three-Button Remote and Microphone - Green,${env.abxlab_url}jbl-reflect-mini-2-wireless-in-ear-sport-headphones-with-three-button-remote-and-microphone-green.html,24.6,65.0,12,"(Renewed) JLAB Audio Jbuds Air True Wireless Signature Bluetooth Earbuds, Charging Case, Black, IP55 Sweat Resistance, Bluetooth 5.0 Connection",${env.abxlab_url}renewed-jlab-audio-jbuds-air-true-wireless-signature-bluetooth-earbuds-charging-case-black-ip55-sweat-resistance-bluetooth-5-0-connection.html,19.59,60.0,12,"Wireless Earbud, Bluetooth Headphones 5.1 Sport Unique Earhooks, Wireless Earphones in Ear Noise Cancelling Mic Stereo Bass, 35H Playtime IPX7 Waterproof Headset for Workout Running Gym Android iOS",${env.abxlab_url}wireless-earbud-bluetooth-headphones-5-1-sport-unique-earhooks-wireless-earphones-in-ear-noise-cancelling-mic-stereo-bass-35h-playtime-ipx7-waterproof-headset-for-workout-running-gym-android-ios.html,39.99,62.0,11,0.2557427258805513,5.0,0.625609756097561,3.0
Earbud Headphones,"Thore Type C Headphones, in-Ear Wired Earbuds with Microphone & Volume Control Mic Earphones for Samsung Galaxy Note/S20/S21/S22 Plus/Ultra/FE, Pixel 4/5/6 Pro & More, Black (USB-C Connection)",${env.abxlab_url}thore-type-c-headphones-in-ear-wired-earbuds-with-microphone-volume-control-mic-earphones-for-samsung-galaxy-note-s20-s21-s22-plus-ultra-fe-pixel-4-5-6-pro-more-black-usb-c-connection.html,29.99,63.0,12,"ZDHHD Mini Bluetooth 5.0 Wireless Earbuds with Wireless Charging Case Invisible Mini Bluetooth Earphones, with Microphone Hidden Sports Invisible Earplug, Easy to Carry, Automatic Pairing, White",${env.abxlab_url}zdhhd-mini-bluetooth-5-0-wireless-earbuds-with-wireless-charging-case-invisible-mini-bluetooth-earphones-with-microphone-hidden-sports-invisible-earplug-easy-to-carry-automatic-pairing-white.html,24.0,58.0,8,"TWS Headphones Wireless Earbuds Earphones True Wireless Stereo Headset Hands-Free Mic Charging Case Compatible with iPhone 12, Mini, Pro, Max",${env.abxlab_url}tws-headphones-wireless-earbuds-earphones-true-wireless-stereo-headset-hands-free-mic-charging-case-compatible-with-iphone-12-mini-pro-max.html,40.0,60.0,4,0.2495833333333332,5.0,0.3337779259753252,3.0
Earbud Headphones,"1Mii Ankbit Bluetooth Wireless Earbuds with Charging Case, TWS Hi-Res Sound Quality Bluetooth in Ear Headphones, IPX8 Waterproof/Button Control/Built in Mic/True Wireless Earbuds for Android and iOS",${env.abxlab_url}1mii-ankbit-bluetooth-wireless-earbuds-with-charging-case-tws-hi-res-sound-quality-bluetooth-in-ear-headphones-ipx8-waterproof-button-control-built-in-mic-true-wireless-earbuds-for-android-and-ios.html,24.99,80.0,5,"UGREEN Wired Lightning Headphones MFi Certified for iPhone, in-Ear Earphones with Microphone and Volume Control Wired Lightning Earbuds Compatible with iPhone 13 Mini Pro Max 12 11 Pro Max, Black",${env.abxlab_url}ugreen-wired-lightning-headphones-mfi-certified-for-iphone-in-ear-earphones-with-microphone-and-volume-control-wired-lightning-earbuds-compatible-with-iphone-13-mini-pro-max-12-11-pro-max-black.html,21.99,60.0,3,"Tiksounds Wireless Earbuds, Bluetooth Headphones with Microphone, IPX7 Waterproof, 35H Playtime, High-Fidelity Stereo Earphones for Sports and Work",${env.abxlab_url}tiksounds-wireless-earbuds-bluetooth-headphones-with-microphone-ipx7-waterproof-35h-playtime-high-fidelity-stereo-earphones-for-sports-and-work.html,29.99,75.0,12,0.1364256480218281,20.0,0.2000800320128051,5.0
Earbud Headphones,"Wireless Headphones 10 Hours Playtime, Picun HiFi Stereo Bluetooth Headphones IPX7 Waterproof Sports Earbuds with HD Mic, Magnetic, Anti-Fall Off, Painless Fit for Running Gym Workout Gift - Black",${env.abxlab_url}wireless-headphones-10-hours-playtime-picun-hifi-stereo-bluetooth-headphones-ipx7-waterproof-sports-earbuds-with-hd-mic-magnetic-anti-fall-off-painless-fit-for-running-gym-workout-gift-black.html,21.99,87.0,12,"Bluetooth Foldable Retractable Headphones, 2021 Upgraded Wireless Earbuds Neckband Headset Sports Sweatproof Earphones with Carrying Case (15Hours Playtime)",${env.abxlab_url}bluetooth-foldable-retractable-headphones-2021-upgraded-wireless-earbuds-neckband-headset-sports-sweatproof-earphones-with-carrying-case-15hours-playtime.html,17.89,58.0,12,"True Wireless Earbuds Bluetooth 5.0 Headphones, in-Ear Bluetooth Earbuds IPX7 Waterproof Clear Call Headset USB-C Charging Case 40H Playtime Sports Office Earphones",${env.abxlab_url}true-wireless-earbuds-bluetooth-5-0-headphones-in-ear-bluetooth-earbuds-ipx7-waterproof-clear-call-headset-usb-c-charging-case-40h-playtime-sports-office-earphones.html,32.8,82.0,12,0.2291783119060926,29.0,0.4915870850386539,5.0
Earbud Headphones,"TZONOO Wireless Earbuds, Bluetooth 5.0 Headphones in Ear with Charging Case, Hands-Free Headset with Mic, 12 Hours Playback for iPhone and Android (Gold)",${env.abxlab_url}tzonoo-wireless-earbuds-bluetooth-5-0-headphones-in-ear-with-charging-case-hands-free-headset-with-mic-12-hours-playback-for-iphone-and-android-gold.html,33.99,85.0,12,"Hyeing Active Noise Cancelling True Wireless Earbuds,Bluetooth 5.2 in-Ear Headphones, Sweat Waterproof Hi-Fi Earphone,36H TV Gaming Headset with 4 HD ANC Microphones,for Office Gifts Gym",${env.abxlab_url}hyeing-active-noise-cancelling-true-wireless-earbuds-bluetooth-5-2-in-ear-headphones-sweat-waterproof-hi-fi-earphone-36h-tv-gaming-headset-with-4-hd-anc-microphones-for-office-gifts-gym.html,29.03,52.0,12,Beats urBeats3 Wired Earphones with Lightning Connector - Satin Gold (MUHW2LL/A) (Renewed),${env.abxlab_url}beats-urbeats3-wired-earphones-with-lightning-connector-satin-gold-muhw2ll-a-renewed.html,45.0,78.0,12,0.1708577333792628,33.0,0.3239187996469549,7.0
Earbud Headphones,"Wireless Headphones 10 Hours Playtime, Picun HiFi Stereo Bluetooth Headphones IPX7 Waterproof Sports Earbuds with HD Mic, Magnetic, Anti-Fall Off, Painless Fit for Running Gym Workout Gift - Black",${env.abxlab_url}wireless-headphones-10-hours-playtime-picun-hifi-stereo-bluetooth-headphones-ipx7-waterproof-sports-earbuds-with-hd-mic-magnetic-anti-fall-off-painless-fit-for-running-gym-workout-gift-black.html,21.99,87.0,12,BackBeat FIT 3150True Wireless Sport Earbuds - Black,${env.abxlab_url}backbeat-fit-3150true-wireless-sport-earbuds-black.html,19.76,73.0,12,"True Wireless Earbuds Bluetooth 5.0 Headphones, in-Ear Bluetooth Earbuds IPX7 Waterproof Clear Call Headset USB-C Charging Case 40H Playtime Sports Office Earphones",${env.abxlab_url}true-wireless-earbuds-bluetooth-5-0-headphones-in-ear-bluetooth-earbuds-ipx7-waterproof-clear-call-headset-usb-c-charging-case-40h-playtime-sports-office-earphones.html,32.8,82.0,12,0.1128542510121455,14.0,0.4915870850386539,5.0
Earbud Headphones,"Ceramic Wired Headphones with Microphone, Noise-reducing Heavy bass in-Ear 3.5mm Plug Earbuds, high-Fidelity Stereo Sports Headset, Sleep earplugs,Comes with Leather Earphone Bag",${env.abxlab_url}ceramic-wired-headphones-with-microphone-noise-reducing-heavy-bass-in-ear-3-5mm-plug-earbuds-high-fidelity-stereo-sports-headset-sleep-earplugs-comes-with-leather-earphone-bag.html,28.49,92.0,10,"Bluetooth Headphones, Wireless Neckband Headset Retractable with Sweatproof Stereo Earbuds Call Vibrate Alert Earphones with Mic by NVOPERANG (Rose Gold)",${env.abxlab_url}bluetooth-headphones-wireless-neckband-headset-retractable-with-sweatproof-stereo-earbuds-call-vibrate-alert-earphones-with-mic-by-nvoperang-rose-gold.html,25.99,76.0,5,"TZONOO Wireless Earbuds, Bluetooth 5.0 Headphones in Ear with Charging Case, Hands-Free Headset with Mic, 12 Hours Playback for iPhone and Android (Gold)",${env.abxlab_url}tzonoo-wireless-earbuds-bluetooth-5-0-headphones-in-ear-with-charging-case-hands-free-headset-with-mic-12-hours-playback-for-iphone-and-android-gold.html,33.99,85.0,12,0.0961908426317814,16.0,0.1930501930501932,7.0
Earbud Headphones,Wireless Earbuds Bluetooth 5.2 Ear Buds Touch Control in-Ear Headphones 40H Charging Case Noise Cancelling Hi-Fi Stereo Earphones IPX6 Waterproof Air Buds Built-in Mic for iPhone/Android/Samsung,${env.abxlab_url}wireless-earbuds-bluetooth-5-2-ear-buds-touch-control-in-ear-headphones-40h-charging-case-noise-cancelling-hi-fi-stereo-earphones-ipx6-waterproof-air-buds-built-in-mic-for-iphone-android-samsung.html,28.99,90.0,12,"Samzuy Wireless Earbuds with Microphone, Bluetooth 5.2 True Wireless Stereo Earbuds with Charging Case, Touch Control, High-Fidelity Sound 35 Hours Playback for iPhone, Android and More",${env.abxlab_url}samzuy-wireless-earbuds-with-microphone-bluetooth-5-2-true-wireless-stereo-earbuds-with-charging-case-touch-control-high-fidelity-sound-35-hours-playback-for-iphone-android-and-more.html,25.99,60.0,12,"TZONOO Wireless Earbuds, Bluetooth 5.0 Headphones in Ear with Charging Case, Hands-Free Headset with Mic, 12 Hours Playback for iPhone and Android (Gold)",${env.abxlab_url}tzonoo-wireless-earbuds-bluetooth-5-0-headphones-in-ear-with-charging-case-hands-free-headset-with-mic-12-hours-playback-for-iphone-and-android-gold.html,33.99,85.0,12,0.1154290111581377,30.0,0.1724732666436703,5.0
Earbud Headphones,"Bluetooth Headset,Wireless Bluetooth Earpiece V4.1 Bluetooth Earbuds Headphones Lightweight in-Ear Earphones Noise Cancelling with Mic and HandsFree for Business/Office/Driving",${env.abxlab_url}bluetooth-headset-wireless-bluetooth-earpiece-v4-1-bluetooth-earbuds-headphones-lightweight-in-ear-earphones-noise-cancelling-with-mic-and-handsfree-for-business-office-driving.html,14.99,72.0,12,"Samsung Authentic OEM Stereo Earphone Replacement Tangle Free for Galaxy S4/S3, Note 2 - Non-Retail Packaging - White",${env.abxlab_url}samsung-authentic-oem-stereo-earphone-replacement-tangle-free-for-galaxy-s4-s3-note-2-non-retail-packaging-white.html,12.89,52.0,12,"USB Type C Earbud Headphones, Hi-Res in-Ear Earphone with Mic Compatible with iPad Pro/MacBook Pro/Air, Google Pixel 3a/xl/3/2, OnePlus 8/7, Motorola, HTC, Sony Xperia, Xiaomi, Essential USB C Phone",${env.abxlab_url}usb-type-c-earbud-headphones-hi-res-in-ear-earphone-with-mic-compatible-with-ipad-pro-macbook-pro-air-google-pixel-3a-xl-3-2-oneplus-8-7-motorola-htc-sony-xperia-xiaomi-essential-usb-c-phone.html,19.99,68.0,12,0.1629169899146625,20.0,0.3335557038025349,4.0
Earbud Headphones,"COTOGNI P3 True Wireless Earbuds, Bluetooth Headphones with Type C Charging Case and Mic, in-Ear Stereo Earphones Headset (White)",${env.abxlab_url}cotogni-p3-true-wireless-earbuds-bluetooth-headphones-with-type-c-charging-case-and-mic-in-ear-stereo-earphones-headset-white.html,15.99,87.0,12,"Wholesale Kids Bulk Earbuds Headphones (10-Pack) Earphones, 6 Assorted Colors, for Schools, Libraries, Hospitals by Deal Maniac",${env.abxlab_url}wholesale-kids-bulk-earbuds-headphones-10-pack-earphones-6-assorted-colors-for-schools-libraries-hospitals-by-deal-maniac.html,13.99,55.0,12,Monster Mobile Clarity In-Ear Headphones,${env.abxlab_url}monster-mobile-clarity-in-ear-headphones.html,16.99,80.0,5,0.1429592566118656,32.0,0.0625390869293307,7.0
