category,target_name,target_url,target_price,target_rating,target_reviews,competitor_name,competitor_url,competitor_price,competitor_rating,competitor_reviews,decoy_name,decoy_url,decoy_price,decoy_rating,decoy_reviews,tc_price_premium_pct,tc_rating_adv,dt_price_premium_pct,td_rating_adv
Chocolate,Nestle Savoy Toronto Chocolate Covered Hazelnut Savoy 36 Unit NET Wt 324g,${env.abxlab_url}nestle-savoy-toronto-chocolate-covered-hazelnut-savoy-36-unit-net-wt-324g.html,12.11,78.0,12,LaetaFood HERSHEY'S KISSES Milk Chocolate Silver Foil Wrap Candy (1 Pound Bag),${env.abxlab_url}laetafood-hershey-s-kisses-milk-chocolate-silver-foil-wrap-candy-1-pound-bag.html,10.99,72.0,12,Lindt Lindor Milk Mint Chcolate Truffles 200g,${env.abxlab_url}lindt-lindor-milk-mint-chcolate-truffles-200g.html,12.99,76.0,11,0.10191082802547763,6.0,0.07266721717588777,2.0
Deodorants & Antiperspirants,"Kopari Aluminum-Free Deodorant Fragrance Free for Sensitive Skin - Non-Toxic, Paraben Free, Gluten Free & Cruelty Free Men’s and Women’s Deodorant - Made with Organic Coconut Oil - 2 Pack, 2.0 oz",${env.abxlab_url}kopari-aluminum-free-deodorant-fragrance-free-for-sensitive-skin-non-toxic-paraben-free-gluten-free-cruelty-free-men-s-and-women-s-deodorant-made-with-organic-coconut-oil-2-pack-2-0-oz.html,19.99,82.0,12,Axe Phoenix Daily Fragrance 4 Oz (Pack of 3) B00EOX22IC - Axe Phoenix Daily Fragrance 4 Oz,${env.abxlab_url}axe-phoenix-daily-fragrance-4-oz-pack-of-3-b00eox22ic-axe-phoenix-daily-fragrance-4-oz.html,16.88,78.0,13,Alm Deod Clr Gel Frag Fre Size 2.25 Alm Deod Clr Gel Frag Free 2.25,${env.abxlab_url}alm-deod-clr-gel-frag-fre-size-2-25-alm-deod-clr-gel-frag-free-2-25.html,24.24,80.0,4,0.18424170616113741,4.0,0.2126063031515758,2.0
Cheese,CLARINA 3 Year Gouda,${env.abxlab_url}clarina-3-year-gouda.html,28.56,89.0,11,"Land O Lakes® Sliced White Deli American Cheese Product, 8 oz",${env.abxlab_url}land-o-lakesr-sliced-white-deli-american-cheese-product-8-oz.html,26.14,83.0,12,"Sargento Natural String Cheese Snacks, 12-Count",${env.abxlab_url}sargento-natural-string-cheese-snacks-12-count.html,34.66,87.0,11,0.09257842387146129,6.0,0.2135854341736694,2.0
Chocolate,New Japanese KitKat Mini Chocolate Orange 10 Sheets,${env.abxlab_url}new-japanese-kitkat-mini-chocolate-orange-10-sheets.html,10.99,80.0,12,"Snickers, Crunchy Peanut Butter Squared Fun Size Chocolate Candy Bars Bag, 11.5 oz",${env.abxlab_url}snickers-crunchy-peanut-butter-squared-fun-size-chocolate-candy-bars-bag-11-5-oz.html,9.99,75.0,12,Nestle Savoy Toronto Chocolate Covered Hazelnut Savoy 36 Unit NET Wt 324g,${env.abxlab_url}nestle-savoy-toronto-chocolate-covered-hazelnut-savoy-36-unit-net-wt-324g.html,12.11,78.0,12,0.10010010010010009,5.0,0.10191082802547763,2.0
Chocolate,Demet's Original Chocolate Turtles Caramel Cluster 3-piece King Size Bars - 24 Ct. Case,${env.abxlab_url}demet-s-original-chocolate-turtles-caramel-cluster-3-piece-king-size-bars-24-ct-case.html,45.99,82.0,9,"BAILEYS Original Irish Cream Chocolate Truffles, Milk Chocolate, Non-Alcoholic Chocolate Candy",${env.abxlab_url}baileys-original-irish-cream-chocolate-truffles-milk-chocolate-non-alcoholic-chocolate-candy.html,42.0,75.0,12,"Toblerone Swiss Dark Chocolate with Honey & Almond Nougat, Easter Chocolate, 20 – 3.52 oz Bars",${env.abxlab_url}toblerone-swiss-dark-chocolate-with-honey-almond-nougat-easter-chocolate-20-3-52-oz-bars.html,46.99,75.0,12,0.09500000000000004,7.0,0.021743857360295715,7.0
Cookies,"Triple Chocolate Cookie Filled with Fudge and Hershey's Chocolate Chips, 12 Pack",${env.abxlab_url}triple-chocolate-cookie-filled-with-fudge-and-hershey-s-chocolate-chips-12-pack.html,21.99,78.0,12,"OREO Chocolate Sandwich Cookies, Family Size, 12 - 19.1 Ounce Packs (Pack of 12)",${env.abxlab_url}oreo-chocolate-sandwich-cookies-family-size-12-19-1-ounce-packs-pack-of-12.html,19.91,70.0,12,"Gusta USDA Organic Biscotti Cookies Made in Tuscany, Italy - Classic Almond - Individually Wrapped Two Bites Size - All Natural Ingredients - Fresh & Genuine Italian Dessert Treats - 13.76oz",${env.abxlab_url}gusta-usda-organic-biscotti-cookies-made-in-tuscany-italy-classic-almond-individually-wrapped-two-bites-size-all-natural-ingredients-fresh-genuine-italian-dessert-treats-13-76oz.html,23.0,76.0,11,0.10447011551983919,8.0,0.04592996816734887,2.0
Deodorants & Antiperspirants,"Speed Stick Deodorant, Ocean Surf, 3 Ounce, (Pack of 6)",${env.abxlab_url}speed-stick-deodorant-ocean-surf-3-ounce-pack-of-6.html,18.99,90.0,12,"GrowingBasics Deodorant for Boys Ages 8 & Up (Set of 2) - SPORT A - High-Performance, Essential Natural invisible Underarm Stick - Aluminum-Free - For adolescences Teen Boys - Clean, Fresh, Cool - grownish",${env.abxlab_url}growingbasics-deodorant-for-boys-ages-8-up-set-of-2-sport-a-high-performance-essential-natural-invisible-underarm-stick-aluminum-free-for-adolescences-teen-boys-clean-fresh-cool-grownish.html,16.99,87.0,12,Mitchum For Women Advanced Control Anti-Perspirant Deodorant Invisible Solid Pure Fresh 2.70 oz (Pack of 6),${env.abxlab_url}mitchum-for-women-advanced-control-anti-perspirant-deodorant-invisible-solid-pure-fresh-2-70-oz-pack-of-6.html,22.18,87.0,12,0.11771630370806357,3.0,0.16798314902580314,3.0
Cheese,Bond Ost Whole Round With Caraway Seed,${env.abxlab_url}bond-ost-whole-round-with-caraway-seed.html,39.95,87.0,3,Mama Francesca Parmesan Asiago & Romano Premium Grated Authentic Italian Cheese (2 Pack) Gluten Free,${env.abxlab_url}mama-francesca-parmesan-asiago-romano-premium-grated-authentic-italian-cheese-2-pack-gluten-free.html,36.0,80.0,12,Anchor New Zealand Cheddar,${env.abxlab_url}anchor-new-zealand-cheddar.html,41.42,85.0,8,0.1097222222222223,7.0,0.03679599499374215,2.0
Chocolate,Peppermint Double Milk Chocolate Truffle Cremes - Dilettante Value 2Pack ( 24oz Each ),${env.abxlab_url}peppermint-double-milk-chocolate-truffle-cremes-dilettante-value-2pack-24oz-each.html,39.83,77.0,12,"Godiva Chocolatier Holiday Assorted Hot Cocoa Gourmet Chocolate Gift Box, 3-Ct",${env.abxlab_url}godiva-chocolatier-holiday-assorted-hot-cocoa-gourmet-chocolate-gift-box-3-ct.html,37.25,75.0,4,"BAILEYS Original Irish Cream Chocolate Truffles, Milk Chocolate, Non-Alcoholic Chocolate Candy",${env.abxlab_url}baileys-original-irish-cream-chocolate-truffles-milk-chocolate-non-alcoholic-chocolate-candy.html,42.0,75.0,12,0.06926174496644291,2.0,0.05448154657293502,2.0
Cheese,"Sach, Paneer Original Organic, 6 Ounce",${env.abxlab_url}sach-paneer-original-organic-6-ounce.html,15.75,85.0,12,"IGOR Gorgonzola Piccante Blue Cheese, 8 Ounce (Pack of 1)",${env.abxlab_url}igor-gorgonzola-piccante-blue-cheese-8-ounce-pack-of-1.html,13.05,80.0,9,"365 by Whole Foods Market, Mozzarella Shred Organic, 8 Ounce",${env.abxlab_url}365-by-whole-foods-market-mozzarella-shred-organic-8-ounce.html,18.22,83.0,12,0.20689655172413787,5.0,0.15682539682539676,2.0
Cereals,Nature valley protein chewy bar 26 ct.,${env.abxlab_url}nature-valley-protein-chewy-bar-26-ct.html,23.99,87.0,11,"Low Karb NuTrail, Keto Blueberry Nut Granola Healthy Breakfast Cereal, Low Carb Snacks & Food, Almonds, Pecans, Coconut and More, 3 g Net Carbs, 1.37 lb, 22 Oz",${env.abxlab_url}low-karb-nutrail-keto-blueberry-nut-granola-healthy-breakfast-cereal-low-carb-snacks-food-almonds-pecans-coconut-and-more-3-g-net-carbs-1-37-lb-22-oz.html,21.0,85.0,12,"Cascadian Farm Organic Granola, Maple Brown Sugar Cereal, 15 oz (Pack of 6)",${env.abxlab_url}cascadian-farm-organic-granola-maple-brown-sugar-cereal-15-oz-pack-of-6.html,29.58,85.0,12,0.1423809523809523,2.0,0.23301375573155483,2.0
Chocolate,"Ethel M. Chocolates Classic Collection Candy Gift Box 16Piece Premium Chocolate Assortment, 14.51 Ounce",${env.abxlab_url}ethel-m-chocolates-classic-collection-candy-gift-box-16piece-premium-chocolate-assortment-14-51-ounce.html,34.98,90.0,12,Choc Bar Bitterswt (Pack of 12) - Pack Of 12,${env.abxlab_url}choc-bar-bitterswt-pack-of-12-pack-of-12.html,29.95,88.0,8,Woodstock Candy ~ 1991~ 31st Birthday Gifts for Women and Men ~ Vintage Assorted Candy for Him or Her ~ Retro Snack Pack for 31 Year Old Man or Woman ~ Nostalgic Candy Present Box,${env.abxlab_url}woodstock-candy-1991-31st-birthday-gifts-for-women-and-men-vintage-assorted-candy-for-him-or-her-retro-snack-pack-for-31-year-old-man-or-woman-nostalgic-candy-present-box.html,38.9,88.0,12,0.16794657762938223,2.0,0.11206403659233853,2.0
Cheese,Anchor New Zealand Cheddar,${env.abxlab_url}anchor-new-zealand-cheddar.html,41.42,85.0,8,"French Cow Milk Cheese, Comte AOC - 1 lb",${env.abxlab_url}french-cow-milk-cheese-comte-aoc-1-lb.html,36.45,80.0,4,"Organic Valley Gourmet Organic Provolone Cheese Block — Pasteurized, Non GMO, No Added Hormones — 8 Oz",${env.abxlab_url}organic-valley-gourmet-organic-provolone-cheese-block-pasteurized-non-gmo-no-added-hormones-8-oz.html,43.73,82.0,12,0.13635116598079558,5.0,0.05577015934331229,3.0
Deodorants & Antiperspirants,"Right Guard Sport Aerosol Deodorant, Fresh, 8.5 oz, 2 pk",${env.abxlab_url}right-guard-sport-aerosol-deodorant-fresh-8-5-oz-2-pk.html,20.62,92.0,12,"Speed Stick Deodorant, Ocean Surf, 3 Ounce, (Pack of 6)",${env.abxlab_url}speed-stick-deodorant-ocean-surf-3-ounce-pack-of-6.html,18.99,90.0,12,6 Pack Dove Men + Care Elements Mineral Talc Sandalwood Antiperspirant Spray 150ml,${env.abxlab_url}6-pack-dove-men-care-elements-mineral-talc-sandalwood-antiperspirant-spray-150ml.html,23.59,90.0,2,0.08583464981569261,2.0,0.14403491755577102,2.0
Cookies,Jovial Einkorn Cookies | Crispy Cocoa Cookies | USDA Certified Organic | High Protein | Fair Trade Certified | All Natural Ingredients | Low Carb | Low Sugar | Palm Done Right | 8.8 oz,${env.abxlab_url}jovial-einkorn-cookies-crispy-cocoa-cookies-usda-certified-organic-high-protein-fair-trade-certified-all-natural-ingredients-low-carb-low-sugar-palm-done-right-8-8-oz.html,14.12,73.0,12,Milka Choco Cookies XL,${env.abxlab_url}milka-choco-cookies-xl.html,12.9,67.0,4,"OREO Mini Golden Sandwich Cookies, Vanilla Flavor, 12 Big Bags",${env.abxlab_url}oreo-mini-golden-sandwich-cookies-vanilla-flavor-12-big-bags.html,15.41,70.0,10,0.09457364341085263,6.0,0.09135977337110489,3.0
Cookies,"Whole Foods Market, Cookie Peanut Butter Mini 18 Count, 12 Ounce",${env.abxlab_url}whole-foods-market-cookie-peanut-butter-mini-18-count-12-ounce.html,24.6,77.0,12,Fresh Sicilian Candied Orange Peel - Frank and Sal Bakery.. 1 Pound,${env.abxlab_url}fresh-sicilian-candied-orange-peel-frank-and-sal-bakery-1-pound.html,22.0,73.0,11,"Journey of Asia ""Seri's Choice KOREAN Snack"" Box 36 Count Individual Wrapped Essentials Packs of Candy, Snacks, Chips, Cookies, Treats for Kids, Children, College Students, Adult and Senior",${env.abxlab_url}journey-of-asia-seri-s-choice-korean-snack-box-36-count-individual-wrapped-essentials-packs-of-candy-snacks-chips-cookies-treats-for-kids-children-college-students-adult-and-senior.html,27.84,75.0,12,0.11818181818181825,4.0,0.13170731707317065,2.0
Chocolate,"Hershey's Holiday Kisses - Candy Cane, 4.45 lbs (71 ounces)",${env.abxlab_url}hershey-s-holiday-kisses-candy-cane-4-45-lbs-71-ounces.html,20.51,67.0,12,"HERSHEY'S DROPS Chocolate Candy, Cookies 'N' Crème, 200 Gram",${env.abxlab_url}hershey-s-drops-chocolate-candy-cookies-n-creme-200-gram.html,18.99,60.0,3,"Riesen Chocolate Covered Chewy Caramel Candy, 2.72 Oz (Pack of 12)",${env.abxlab_url}riesen-chocolate-covered-chewy-caramel-candy-2-72-oz-pack-of-12.html,22.49,65.0,12,0.08004212743549254,7.0,0.09653827401267659,2.0
Chocolate,"Wilton Orange Candy Melts, 12-Ounce",${env.abxlab_url}wilton-orange-candy-melts-12-ounce.html,8.99,60.0,12,Ritter Sport 61% Fine Dark Chocolate Bar Candy Original German Chocolate 100g/3.52oz,${env.abxlab_url}ritter-sport-61-fine-dark-chocolate-bar-candy-original-german-chocolate-100g-3-52oz.html,7.99,55.0,4,Hawaiian Host Island Macs Tiare Milk Chocolate Covered Macadamia Nuts 5 oz Boxes (1 Box),${env.abxlab_url}hawaiian-host-island-macs-tiare-milk-chocolate-covered-macadamia-nuts-5-oz-boxes-1-box.html,10.9,55.0,12,0.1251564455569462,5.0,0.2124582869855395,5.0
Earbud Headphones,"Wireless Earbuds - Best Wireless Sports Earphones w/mic - HD Stereo Waterproof In Ear Earbuds for Gym Running Workout - Wireless Headphones - Noise Cancelling Headsets for Men Women, Best fitness gift",${env.abxlab_url}wireless-earbuds-best-wireless-sports-earphones-w-mic-hd-stereo-waterproof-in-ear-earbuds-for-gym-running-workout-wireless-headphones-noise-cancelling-headsets-for-men-women-best-fitness-gift.html,35.99,68.0,12,Bulk Pack of 50 Mixed Candy Color 3.5mm in-Ear Earbuds/Headphones - Great for Schools/Kids/Libraries,${env.abxlab_url}bulk-pack-of-50-mixed-candy-color-3-5mm-in-ear-earbuds-headphones-great-for-schools-kids-libraries.html,29.99,60.0,8,"Wireless Earbud, Bluetooth Headphones 5.1 Sport Unique Earhooks, Wireless Earphones in Ear Noise Cancelling Mic Stereo Bass, 35H Playtime IPX7 Waterproof Headset for Workout Running Gym Android iOS",${env.abxlab_url}wireless-earbud-bluetooth-headphones-5-1-sport-unique-earhooks-wireless-earphones-in-ear-noise-cancelling-mic-stereo-bass-35h-playtime-ipx7-waterproof-headset-for-workout-running-gym-android-ios.html,39.99,62.0,11,0.2000666888962989,8.0,0.11114198388441233,6.0
Chocolate,Milka Milkinis Chocolate Bar Candy Original German Chocolate 87g/3.06oz,${env.abxlab_url}milka-milkinis-chocolate-bar-candy-original-german-chocolate-87g-3-06oz.html,59.9,55.0,4,"TOFFIFAY Hazelnut Candies, 4 Piece Box (1.16 Ounce), Caramel Candy, Hazelnut Candy, Chocolate Candy, Sweets for Home, Road Trips or Parties, Great Holiday Gift Idea or Birthday Gift Idea",${env.abxlab_url}toffifay-hazelnut-candies-4-piece-box-1-16-ounce-caramel-candy-hazelnut-candy-chocolate-candy-sweets-for-home-road-trips-or-parties-great-holiday-gift-idea-or-birthday-gift-idea.html,54.26,52.0,12,"HERSHEY'S KISSES Milk Chocolate Candy, Valentine's Day Gift, 6.5 Oz., Heart Box",${env.abxlab_url}hershey-s-kisses-milk-chocolate-candy-valentine-s-day-gift-6-5-oz-heart-box.html,65.0,52.0,5,0.10394397346111317,3.0,0.08514190317195328,3.0
Cheese,"Just The Cheese Aged Cheddar Bars, 12 Bars, 0.8 oz (22 g)",${env.abxlab_url}just-the-cheese-aged-cheddar-bars-12-bars-0-8-oz-22-g.html,12.24,83.0,12,"Ellsworth Cheddar Cheese Curds, All Natural, 5 oz",${env.abxlab_url}ellsworth-cheddar-cheese-curds-all-natural-5-oz.html,11.28,77.0,12,"IGOR Gorgonzola Piccante Blue Cheese, 8 Ounce (Pack of 1)",${env.abxlab_url}igor-gorgonzola-piccante-blue-cheese-8-ounce-pack-of-1.html,13.05,80.0,9,0.08510638297872349,6.0,0.06617647058823534,3.0
Digital Cameras,Fujifilm Finepix S9000 9MP Digital Camera with 10.7x Wide Optical Zoom,${env.abxlab_url}fujifilm-finepix-s9000-9mp-digital-camera-with-10-7x-wide-optical-zoom.html,36.45,90.0,12,Konica Minolta Dimage X50 5MP Digital Camera with 2.8x Optical Zoom,${env.abxlab_url}konica-minolta-dimage-x50-5mp-digital-camera-with-2-8x-optical-zoom.html,30.53,83.0,8,Sony Cyber-shot DSCS750 7.2 MP Digital Camera with 3x Optical Zoom,${env.abxlab_url}sony-cyber-shot-dscs750-7-2-mp-digital-camera-with-3x-optical-zoom.html,39.99,83.0,8,0.1939076318375369,7.0,0.09711934156378597,7.0
Cookies,"Danisa Butter Cookies In Tin, 32 Oz",${env.abxlab_url}danisa-butter-cookies-in-tin-32-oz.html,15.04,67.0,11,"OREO, CHIPS AHOY! & Nutter Butter Cookies Variety Pack, Family Size, 3 Count (Pack of 1)",${env.abxlab_url}oreo-chips-ahoy-nutter-butter-cookies-variety-pack-family-size-3-count-pack-of-1.html,13.98,60.0,11,"Nabisco Lorna Doone-Shortbread Cookies, 45 Ounce",${env.abxlab_url}nabisco-lorna-doone-shortbread-cookies-45-ounce.html,15.8,62.0,12,0.07582260371959934,7.0,0.05053191489361713,5.0
Chocolate,"HERSHEY'S Organic Milk Chocolate Candy Bars, Individually Wrapped, 4.2 oz Bag",${env.abxlab_url}hershey-s-organic-milk-chocolate-candy-bars-individually-wrapped-4-2-oz-bag.html,47.07,80.0,11,Peppermint Double Milk Chocolate Truffle Cremes - Dilettante Value 2Pack ( 24oz Each ),${env.abxlab_url}peppermint-double-milk-chocolate-truffle-cremes-dilettante-value-2pack-24oz-each.html,39.83,77.0,12,Chocolove XOXO Hazelnuts in Milk Chocolate Bar - 3.2 oz Bar,${env.abxlab_url}chocolove-xoxo-hazelnuts-in-milk-chocolate-bar-3-2-oz-bar.html,57.66,77.0,12,0.18177253326638218,3.0,0.2249840662842574,3.0
Cell Phones,Xiaomi Redmi Note 10 Pro | 128GB 6GB RAM | Factory Unlocked (GSM ONLY | Not Compatible with Verizon/Sprint) | International Model (Glacier Blue),${env.abxlab_url}xiaomi-redmi-note-10-pro-128gb-6gb-ram-factory-unlocked-gsm-only-not-compatible-with-verizon-sprint-international-model-glacier-blue.html,300.0,73.0,12,"Google Pixel 3 XL Unlocked Smartphone - 64GB Memory Cell Phone, Just Black, w/Charging Stand, Wired Earbuds and Google Charger - Bundle Set",${env.abxlab_url}google-pixel-3-xl-unlocked-smartphone-64gb-memory-cell-phone-just-black-w-charging-stand-wired-earbuds-and-google-charger-bundle-set.html,254.95,65.0,8,"Unihertz Atom XL, The Smallest DMR Walkie-Talkie Rugged Smartphone Android 10 Unlocked 6GB+128GB",${env.abxlab_url}unihertz-atom-xl-the-smallest-dmr-walkie-talkie-rugged-smartphone-android-10-unlocked-6gb-128gb.html,339.99,68.0,12,0.176701313983134,8.0,0.13330000000000003,5.0
Chocolate,Nestle Savoy Toronto Chocolate Covered Hazelnut Savoy 36 Unit NET Wt 324g,${env.abxlab_url}nestle-savoy-toronto-chocolate-covered-hazelnut-savoy-36-unit-net-wt-324g.html,12.11,78.0,12,"Snickers, Crunchy Peanut Butter Squared Fun Size Chocolate Candy Bars Bag, 11.5 oz",${env.abxlab_url}snickers-crunchy-peanut-butter-squared-fun-size-chocolate-candy-bars-bag-11-5-oz.html,9.99,75.0,12,Lindt Lindor Milk Mint Chcolate Truffles 200g,${env.abxlab_url}lindt-lindor-milk-mint-chcolate-truffles-200g.html,12.99,76.0,11,0.21221221221221212,3.0,0.07266721717588777,2.0
Cheese,"French Cow Milk Cheese, Comte AOC - 1 lb",${env.abxlab_url}french-cow-milk-cheese-comte-aoc-1-lb.html,36.45,80.0,4,"Dietz & Watson Sliced Havarti Cheese, 0.5 lbs",${env.abxlab_url}dietz-watson-sliced-havarti-cheese-0-5-lbs.html,30.71,78.0,12,igourmet Manchego DOP - 2 Pound Club Cut (2 pound),${env.abxlab_url}igourmet-manchego-dop-2-pound-club-cut-2-pound.html,39.98,78.0,12,0.18690980136763274,2.0,0.09684499314128926,2.0
Chocolate,Milk Chocolate Rocks 3 pound bag (48 ounces of candy coated chocolate pebbles),${env.abxlab_url}milk-chocolate-rocks-3-pound-bag-48-ounces-of-candy-coated-chocolate-pebbles.html,31.19,85.0,12,"KIT KAT Milk Chocolate Wafer Candy Bars, Easter, 1.5 oz Bulk Box (36 Count)",${env.abxlab_url}kit-kat-milk-chocolate-wafer-candy-bars-easter-1-5-oz-bulk-box-36-count.html,25.99,77.0,12,Double Dipped Peanuts Milk Chocolate Covered Peanuts 5 pounds,${env.abxlab_url}double-dipped-peanuts-milk-chocolate-covered-peanuts-5-pounds.html,32.6,82.0,12,0.20007695267410555,8.0,0.04520679705033665,3.0
Cookies,"Loacker Wafer Quadratini Tiramisu, 7.76 oz 2-Pack",${env.abxlab_url}loacker-wafer-quadratini-tiramisu-7-76-oz-2-pack.html,19.93,87.0,3,"Little Gina's - Vanilla Pizzelle, (2)- 9 oz. Boxes",${env.abxlab_url}little-gina-s-vanilla-pizzelle-2-9-oz-boxes.html,17.99,84.0,9,"Fieldstone Bakery Oatmeal Crème Pies, 2 Boxes, 48 Individually Wrapped Cookies",${env.abxlab_url}fieldstone-bakery-oatmeal-creme-pies-2-boxes-48-individually-wrapped-cookies.html,22.84,85.0,11,0.10783768760422464,3.0,0.1460110386352233,2.0
Cereals,Nature valley protein chewy bar 26 ct.,${env.abxlab_url}nature-valley-protein-chewy-bar-26-ct.html,23.99,87.0,11,"General Mills Sugar Cookie Toast Crunch, 34.75 ounce (pack of 1)",${env.abxlab_url}general-mills-sugar-cookie-toast-crunch-34-75-ounce-pack-of-1.html,19.69,80.0,12,"Bob's Red Mill White Corn Grits / Polenta, 24 Ounce (Pack of 4)",${env.abxlab_url}bob-s-red-mill-white-corn-grits-polenta-24-ounce-pack-of-4.html,26.98,82.0,12,0.21838496698831877,7.0,0.12463526469362243,5.0
Mouthwash,"Dale Audrey | Oil Pulling Oil, Natural Mouthwash | Bubble Gum, Whitens Teeth, Healthy Gums, 8 oz | Natural and Organic Ingredients, Vegan and Cruelty Free",${env.abxlab_url}dale-audrey-oil-pulling-oil-natural-mouthwash-bubble-gum-whitens-teeth-healthy-gums-8-oz-natural-and-organic-ingredients-vegan-and-cruelty-free.html,14.95,75.0,12,Oral7 - Dry Mouth Mouthwash - Alcohol-Free Oral Rinse with Xylitol 500mL,${env.abxlab_url}oral7-dry-mouth-mouthwash-alcohol-free-oral-rinse-with-xylitol-500ml.html,13.99,67.0,12,"Jason Sea Fresh Strengthening Sea Spearmint Mouthwash, 16 oz",${env.abxlab_url}jason-sea-fresh-strengthening-sea-spearmint-mouthwash-16-oz.html,15.57,73.0,12,0.06862044317369544,8.0,0.04147157190635458,2.0
Cookies,"Walkers W116 Shortbread Cookies, 2/Pack, 24 Packs/Box",${env.abxlab_url}walkers-w116-shortbread-cookies-2-pack-24-packs-box.html,33.4,78.0,8,Necco Chocolate Wafers Pack of 24 Rolls,${env.abxlab_url}necco-chocolate-wafers-pack-of-24-rolls.html,28.08,70.0,12,CYBELES COOKIE CHC CHNK BROWNIE,${env.abxlab_url}cybeles-cookie-chc-chnk-brownie.html,38.36,73.0,12,0.1894586894586895,8.0,0.14850299401197609,5.0
Breads,"Reduced Carb/Flax, Oat Bran & Whole Wheat Tortillas, 6 tortillas",${env.abxlab_url}reduced-carb-flax-oat-bran-whole-wheat-tortillas-6-tortillas.html,13.99,73.0,8,Whole Foods Market Cornbread,${env.abxlab_url}whole-foods-market-cornbread.html,11.97,67.0,3,Ener-G Light Tapioca Loaf - 8 oz - 2 pk,${env.abxlab_url}ener-g-light-tapioca-loaf-8-oz-2-pk.html,15.0,68.0,12,0.1687552213868003,6.0,0.07219442458899213,5.0
Cookies,Korean Traditional Honey Sweet Yak Gwa Cookies – 2 Pack (Total 21.6oz) Individual Wrapped Premium Dessert Waffle Chewy Crackers Asian Food Ultimate Gift Treats for Kids Adult Senior,${env.abxlab_url}korean-traditional-honey-sweet-yak-gwa-cookies-2-pack-total-21-6oz-individual-wrapped-premium-dessert-waffle-chewy-crackers-asian-food-ultimate-gift-treats-for-kids-adult-senior.html,12.94,53.0,3,"Glutenull Ginger Squares - Gluten-Free, Vegan, Non-GMO - 320 grams",${env.abxlab_url}glutenull-ginger-squares-gluten-free-vegan-non-gmo-320-grams.html,11.99,48.0,12,"OREO Cookies Variety Pack, OREO Original, OREO Golden, OREO Double Stuf & OREO Thins, 56 Snack Packs",${env.abxlab_url}oreo-cookies-variety-pack-oreo-original-oreo-golden-oreo-double-stuf-oreo-thins-56-snack-packs.html,14.56,49.0,11,0.07923269391159293,5.0,0.12519319938176207,4.0
Chocolate,"Ethel M. Chocolates Classic Collection Candy Gift Box 16Piece Premium Chocolate Assortment, 14.51 Ounce",${env.abxlab_url}ethel-m-chocolates-classic-collection-candy-gift-box-16piece-premium-chocolate-assortment-14-51-ounce.html,34.98,90.0,12,Double Dipped Peanuts Milk Chocolate Covered Peanuts 5 pounds,${env.abxlab_url}double-dipped-peanuts-milk-chocolate-covered-peanuts-5-pounds.html,32.6,82.0,12,Woodstock Candy ~ 1991~ 31st Birthday Gifts for Women and Men ~ Vintage Assorted Candy for Him or Her ~ Retro Snack Pack for 31 Year Old Man or Woman ~ Nostalgic Candy Present Box,${env.abxlab_url}woodstock-candy-1991-31st-birthday-gifts-for-women-and-men-vintage-assorted-candy-for-him-or-her-retro-snack-pack-for-31-year-old-man-or-woman-nostalgic-candy-present-box.html,38.9,88.0,12,0.07300613496932501,8.0,0.11206403659233853,2.0
Cheese,"The Cheese Guy Parmesan Kosher Grated, 8 Ounce",${env.abxlab_url}the-cheese-guy-parmesan-kosher-grated-8-ounce.html,41.68,87.0,3,Mama Francesca Parmesan Asiago & Romano Premium Grated Authentic Italian Cheese (2 Pack) Gluten Free,${env.abxlab_url}mama-francesca-parmesan-asiago-romano-premium-grated-authentic-italian-cheese-2-pack-gluten-free.html,36.0,80.0,12,"Organic Valley Gourmet Organic Provolone Cheese Block — Pasteurized, Non GMO, No Added Hormones — 8 Oz",${env.abxlab_url}organic-valley-gourmet-organic-provolone-cheese-block-pasteurized-non-gmo-no-added-hormones-8-oz.html,43.73,82.0,12,0.15777777777777777,7.0,0.04918426103646826,5.0
Chocolate,New Japanese KitKat Mini Chocolate Orange 10 Sheets,${env.abxlab_url}new-japanese-kitkat-mini-chocolate-orange-10-sheets.html,10.99,80.0,12,"HU KITCHEN Chocolate Covered Cashews, 4 OZ",${env.abxlab_url}hu-kitchen-chocolate-covered-cashews-4-oz.html,9.89,73.0,45,Nestle Savoy Toronto Chocolate Covered Hazelnut Savoy 36 Unit NET Wt 324g,${env.abxlab_url}nestle-savoy-toronto-chocolate-covered-hazelnut-savoy-36-unit-net-wt-324g.html,12.11,78.0,12,0.11122345803842261,7.0,0.10191082802547763,2.0
Cookies,Butter Pecan Meltaways 20oz,${env.abxlab_url}butter-pecan-meltaways-20oz.html,27.99,80.0,8,Pamela's Products Figgies & Jammies Extra Large Cookies Gluten Free Raspberry & Fig -- 9 oz (Pack of 3),${env.abxlab_url}pamela-s-products-figgies-jammies-extra-large-cookies-gluten-free-raspberry-fig-9-oz-pack-of-3.html,22.99,73.0,3,"Walkers W116 Shortbread Cookies, 2/Pack, 24 Packs/Box",${env.abxlab_url}walkers-w116-shortbread-cookies-2-pack-24-packs-box.html,33.4,78.0,8,0.2174858634188778,7.0,0.19328331546981067,2.0
